Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,69.98,67.33,70.06,66.77,65.03,65.94,65.46,63.8,63.22
Gross Margin,,,30.02,32.67,29.94,33.23,34.97,34.06,34.54,36.2,36.78
SG&A,,,27.11,25.8,27.13,27.85,25.35,23.5,22.88,22.67,22.61
R&D,,,,,,,,,,,
Other,,,1.26,0.73,3.28,0.81,0.9,0.5,0.83,0.84,0.81
Operating Margin,,,1.64,6.14,-0.47,4.57,8.72,10.05,10.83,12.69,13.37
Net Int Inc & Other,,,-2.8,-3.57,-0.84,-0.26,-0.34,-0.29,-0.79,-1.02,-0.96
EBT Margin,,,-1.16,2.57,-1.31,4.31,8.38,9.76,10.04,11.68,12.41
