Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,15.9,3.12,-17.84,-3.66,15.53,4.03,10.92,11.41,5.2,17.33,13.41
3-Year Average,5.92,4.88,-0.61,-6.55,-2.94,5.01,10.06,8.74,9.14,11.21,
5-Year Average,3.85,4.73,0.14,-1.8,1.79,-0.38,1.08,7.43,9.34,9.68,
10-Year Average,8.07,6.53,0.7,-3.45,0.79,1.71,2.89,3.72,3.62,5.66,
