Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,118.41,112.57,110.98,110.19,101.5,89.67,87.84,83.7,37.43,39.75,39.75
R&D,,,,,,,,,,,
Other,-15.86,-14.17,-14.01,-9.42,-8.37,4.35,3.98,14.42,56.05,90.32,90.32
Operating Margin,-2.55,1.6,3.03,-0.77,6.87,5.99,8.18,1.87,6.52,-30.07,-30.07
Net Int Inc & Other,1.59,1.37,1.37,0.75,1.18,1.17,1.52,0.13,-0.51,-0.64,-0.64
EBT Margin,-0.96,2.97,4.41,-0.02,8.05,7.16,9.71,2.01,6.01,-30.71,-30.71
