Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,743.0,,,
Free Cash Flow Growth % YOY,,,,,,,,814.0,,,
Cap Ex as a % of Sales,9.36,6.19,3.88,4.14,4.93,4.07,3.38,3.59,3.59,4.11,3.91
Free Cash Flow/Sales %,-1.87,4.19,9.13,4.98,6.47,2.49,6.52,7.05,4.08,7.39,5.45
Free Cash Flow/Net Income,-0.28,0.78,1.61,0.82,1.04,0.49,1.4,1.55,1.16,2.48,1.57
