Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,40.9,39.85,39.99,40.37,40.03,37.89,36.35,39.76,42.0,41.85,41.73
Gross Margin,59.1,60.15,60.01,59.63,59.97,62.11,63.65,60.24,58.0,58.15,58.27
SG&A,33.29,31.86,30.38,29.94,29.42,28.45,28.97,28.51,26.54,26.8,26.78
R&D,7.24,6.85,6.88,7.4,8.02,9.57,7.6,6.84,6.45,6.99,6.94
Other,1.46,0.77,0.74,0.82,1.02,0.67,1.03,0.52,1.68,3.75,3.65
Operating Margin,17.11,20.67,22.01,21.47,21.51,23.43,26.05,24.38,23.33,20.6,20.9
Net Int Inc & Other,1.78,1.24,1.85,2.96,2.74,2.0,1.67,1.59,0.58,-0.34,-0.47
EBT Margin,18.9,21.9,23.86,24.43,24.26,25.43,27.72,25.96,23.91,20.26,20.44
