Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,21.0,456.0,174.0,
Free Cash Flow Growth % YOY,,,,,,,,,-591.0,458.0,
Cap Ex as a % of Sales,0.92,0.88,0.71,1.3,1.08,1.03,0.92,1.09,1.19,1.13,1.33
Free Cash Flow/Sales %,0.27,4.25,2.76,0.72,1.64,1.0,1.85,1.44,1.24,1.26,0.98
Free Cash Flow/Net Income,0.17,-0.46,1.48,0.4,0.81,0.49,0.86,0.66,0.59,0.63,0.53
