Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-6.57,,,-5.97,87.3,40.68,21.69,-17.82,21.08,-3.98,107.69
3-Year Average,-9.45,,-31.99,-31.85,,35.31,47.46,12.05,6.59,-1.51,
5-Year Average,-6.33,,-24.21,-25.63,-11.14,-3.56,,19.9,26.12,10.34,
10-Year Average,5.83,,-7.32,-10.11,-4.45,-4.96,-3.97,-4.68,-3.16,-0.98,
