Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,45.37,18.47,-67.2,173.77,79.64,14.33,-7.29,43.08,-3.3,0.68,9.82
3-Year Average,84.5,19.14,-17.34,2.08,17.27,77.82,23.95,14.89,8.66,11.68,
5-Year Average,11.52,79.43,19.53,8.71,22.67,16.92,11.32,49.46,21.38,8.11,
10-Year Average,,-5.63,-19.86,-12.6,19.62,14.19,41.33,33.66,14.87,15.16,
