Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-8.93,-27.12,7.9,52.09,25.1,18.86,26.46,116.27,-46.23,28.14,
Free Cash Flow Growth % YOY,-13.83,-49.09,34.71,85.98,18.84,9.92,47.34,156.09,-52.27,9.88,
Cap Ex as a % of Sales,5.73,6.3,4.84,4.35,5.4,6.72,5.38,4.03,4.27,7.34,5.64
Free Cash Flow/Sales %,13.54,6.08,7.67,13.02,13.34,12.96,17.73,39.98,17.77,16.43,19.64
Free Cash Flow/Net Income,1.31,0.58,0.44,0.86,0.95,0.84,0.93,1.14,0.9,0.86,0.87
