Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-61.95,-23.1,,,-3.68,-26.62,83.9,50.3,0.79,6.37,-51.88
3-Year Average,-8.86,-27.79,,22.65,32.21,,9.13,26.58,40.71,17.24,
5-Year Average,-11.24,-12.46,,-2.01,-7.53,5.45,25.54,,14.51,16.81,
10-Year Average,3.88,-2.45,,-0.55,-2.32,-3.25,4.83,10.56,5.93,3.93,
