Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,23.75,10.88,4.38,6.1,47.2,12.05,3.34,6.37,8.34,7.91,-1.58
3-Year Average,15.01,15.46,12.72,7.08,17.69,20.51,19.45,7.19,5.99,7.54,
5-Year Average,19.92,13.3,11.98,11.26,17.47,15.16,13.55,13.98,14.45,7.56,
10-Year Average,20.19,20.87,19.13,16.53,19.16,17.51,13.42,12.97,12.84,12.41,
