Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.72,-13.65,16.24,-7.63,-17.51,51.29,17.23,101.66,-9.88,7.84,53.43
3-Year Average,-20.12,-17.93,1.02,-2.49,-3.96,4.85,13.52,52.93,28.68,25.14,
5-Year Average,-2.13,-14.22,-12.54,-9.91,-4.71,2.96,9.46,22.2,21.6,28.3,
10-Year Average,,,,,,0.38,-3.1,3.38,4.67,10.57,
