Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,27.72,11.02,13.28,0.33,9.98,3.27,0.86,37.59,15.41,-7.79,
3-Year Average,42.3,29.01,17.11,8.06,7.72,4.45,4.63,12.74,17.0,13.55,
5-Year Average,12.53,21.81,29.37,19.53,12.13,7.46,5.42,9.6,12.71,8.81,
10-Year Average,,,,15.12,8.66,9.96,13.32,19.07,16.07,10.45,
