Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,106.25,35.06,18.27,-19.78,1.69,23.59,-56.45,-8.02,95.97,-67.81,-254.55
3-Year Average,3.89,13.04,48.8,8.62,-1.19,0.27,-18.2,-20.89,-7.75,-16.59,
5-Year Average,5.35,12.26,12.37,6.5,21.86,10.0,-12.29,-16.59,-0.27,-20.77,
10-Year Average,5.6,7.53,8.92,5.22,11.76,7.65,-0.77,-3.19,3.06,-1.74,
